415.6,70.0,162,8.14,526.08
53.7,2.0,176,57.01,320.87
30.6,8.0,62,7.99,109.28
6.9,3.5,0,0.0,10.45
115.4,8.0,145,22.72,264.14
54.0,13.5,29,1.83,86.66
21.5,2.0,11,2.34,30.43
21.2,26.0,154,61.36,339.32
101.0,16.0,65,8.77,165.04
29.5,178.0,301,26.54,724.83
