415.6,70.0,162,8.14,526.08,671.192
53.7,2.0,176,57.01,320.87,220.44199999999998
30.6,8.0,62,7.99,109.28,174.35
6.9,3.5,0,0.0,10.45,129.534
115.4,8.0,145,22.72,264.14,205.4
54.0,13.5,29,1.83,86.66,129.534
21.5,2.0,11,2.34,30.43,129.534
21.2,26.0,154,61.36,339.32,205.4
101.0,16.0,65,8.77,165.04,194.78
29.5,178.0,301,26.54,724.83,1600.746
